/ Line E N ALT IChx1 IChx2 IChx3 IChx4 CHx1 CHx2 CHx3 CHx4 CHx5 CHx6 CHx7 CHx8 CHx9 CHx10 CHx11 CHx12 CHx13 CHx14 CHx15 CHx16 IChZ1 IChZ2 IChZ3 IChZ4 ChZ1 ChZ2 ChZ3 ChZ4 ChZ5 ChZ6 ChZ7 ChZ8 ChZ9 ChZ10 ChZ11 ChZ12 ChZ13 ChZ14 ChZ15 ChZ16
1031 462370.8582 7567881.364 115 2107 -2554 -3968 -4478 1737 1119 600 310 203 77 46 25 0 9 10 -12 0 1 0 13 12093 -4918 -9163 -11298 8653 4556 2753 1557 856 499 238 138 88 51 28 10 1 8 0 17
1031 462385.8581 7567880.364 115 2085 -2794 -4115 -4643 1816 1177 608 311 203 69 48 23 0 12 4 -12 0 2 -1 10 12194 -4942 -9221 -11301 8787 4643 2795 1588 866 504 240 141 88 52 28 11 1 8 0 17
1031 462400.858 7567881.364 114 2098 -3044 -4317 -4928 1897 1190 622 312 202 61 52 23 0 15 0 -11 1 3 -2 7 12311 -4960 -9273 -11302 8897 4723 2834 1617 876 509 242 143 88 53 28 11 1 7 0 17
1031 462415.8579 7567882.364 114 2160 -3286 -4584 -5332 1956 1170 643 313 199 56 56 23 0 18 -1 -10 1 4 -3 4 12435 -4969 -9316 -11308 8977 4793 2870 1644 885 513 244 145 88 54 28 11 1 6 0 17
1031 462430.8579 7567883.364 113 2283 -3512 -4910 -5824 1992 1144 674 316 197 54 59 24 2 19 -1 -10 2 4 -3 1 12550 -4970 -9350 -11325 9024 4851 2901 1668 893 517 246 146 89 56 28 11 2 6 1 18
1031 462444.8578 7567884.364 113 2481 -3720 -5276 -6357 2016 1140 712 321 195 57 60 26 4 19 1 -9 1 5 -4 0 12643 -4965 -9378 -11358 9038 4894 2927 1689 900 520 248 147 89 58 28 11 3 6 2 19
1031 462459.8577 7567884.364 113 2756 -3921 -5659 -6884 2051 1175 752 328 195 62 60 29 6 17 5 -9 1 4 -5 -1 12709 -4964 -9409 -11416 9023 4924 2948 1705 907 523 249 148 89 59 28 11 3 6 3 21
1031 462474.8576 7567885.364 113 3098 -4132 -6050 -7384 2119 1246 784 339 196 69 58 32 8 13 8 -9 0 4 -6 -2 12749 -4977 -9454 -11507 8990 4942 2963 1717 912 525 251 149 88 60 28 11 4 6 4 22
1031 462489.8575 7567885.364 113 3486 -4375 -6452 -7858 2233 1334 801 352 198 76 55 34 9 8 11 -9 0 3 -6 -3 12783 -5018 -9531 -11645 8956 4953 2975 1726 917 527 252 150 88 61 28 11 4 6 6 23
1031 462504.8574 7567886.364 113 3904 -4671 -6881 -8320 2399 1418 803 367 199 81 54 36 10 3 12 -8 -1 3 -7 -4 12839 -5101 -9660 -11842 8942 4965 2987 1732 921 528 253 151 88 61 28 11 4 6 8 24
1031 462519.8573 7567886.364 113 4351 -5029 -7349 -8782 2619 1486 802 383 200 85 54 38 10 -1 12 -9 -3 1 -7 -4 12961 -5242 -9862 -12117 8977 4990 3005 1737 924 528 255 152 88 60 29 11 5 7 9 25
1031 462534.8572 7567887.364 113 4837 -5442 -7856 -9246 2900 1542 812 398 201 87 56 39 10 -4 11 -9 -4 0 -8 -4 13199 -5452 -10159 -12487 9090 5039 3034 1743 928 528 257 154 88 59 29 11 6 8 10 26
1031 462549.8571 7567887.364 112 5372 -5885 -8386 -9712 3248 1608 851 413 202 89 61 39 9 -6 9 -9 -5 0 -8 -4 13607 -5738 -10567 -12970 9310 5126 3080 1754 932 528 259 156 87 58 30 11 7 8 12 26
1031 462565.857 7567888.364 111 5956 -6321 -8923 -10192 3666 1712 924 427 203 89 66 39 8 -6 7 -9 -7 0 -8 -4 14231 -6100 -11098 -13580 9664 5263 3149 1774 938 529 262 159 87 56 31 11 8 9 14 26
1031 462580.8569 7567888.364 111 6573 -6720 -9462 -10710 4146 1871 1026 440 204 91 71 39 7 -3 6 -9 -7 -1 -8 -4 15104 -6534 -11755 -14324 10170 5458 3246 1805 947 530 265 162 87 55 32 12 8 9 15 25
1031 462595.8568 7567889.364 111 7202 -7068 -10004 -11293 4662 2078 1135 452 208 92 73 39 7 0 6 -9 -8 -1 -8 -4 16243 -7030 -12535 -15205 10842 5718 3374 1850 960 533 269 165 87 54 33 12 9 10 16 25
1031 462611.8567 7567889.364 111 7832 -7375 -10555 -11946 5183 2308 1229 464 212 94 72 39 7 3 7 -9 -8 -1 -8 -4 17635 -7574 -13424 -16210 11681 6045 3535 1912 978 537 273 169 88 54 34 13 9 10 17 24
1031 462626.8566 7567890.364 111 8463 -7659 -11105 -12632 5682 2523 1295 478 217 96 69 38 8 6 7 -9 -8 -1 -7 -4 19254 -8148 -14402 -17321 12678 6435 3727 1990 1001 543 278 173 89 55 35 14 9 10 18 23
1031 462641.8565 7567890.364 111 9088 -7932 -11625 -13281 6146 2697 1335 499 223 100 66 38 9 9 8 -9 -7 0 -7 -4 21044 -8737 -15443 -18509 13814 6881 3946 2083 1029 551 283 177 90 56 36 15 9 11 18 22
1031 462656.8564 7567891.364 111 9682 -8187 -12073 -13811 6581 2824 1364 527 230 103 65 39 10 11 8 -8 -6 1 -7 -4 22942 -9324 -16517 -19740 15062 7372 4188 2187 1062 562 288 181 91 58 37 15 10 12 18 21
1031 462672.8563 7567891.364 110 10201 -8402 -12411 -14166 6994 2917 1402 560 236 107 66 39 11 11 8 -8 -5 3 -6 -5 24874 -9897 -17594 -20978 16389 7895 4445 2297 1099 575 292 184 93 61 37 16 10 12 17 20
1031 462687.8563 7567893.364 110 10600 -8554 -12627 -14344 7385 2998 1457 595 241 109 71 40 12 11 8 -7 -3 5 -6 -5 26768 -10443 -18644 -22186 17760 8435 4711 2410 1139 590 296 187 95 64 38 17 10 12 16 19
1031 462702.8562 7567893.364 110 10850 -8636 -12734 -14396 7739 3083 1524 624 247 109 79 41 14 11 8 -7 -2 7 -5 -6 28564 -10953 -19642 -23334 19139 8981 4979 2520 1182 607 299 189 97 68 38 18 9 12 15 17
1031 462717.8561 7567894.364 110 10964 -8668 -12767 -14400 8028 3171 1587 644 253 108 88 41 15 10 7 -6 0 9 -5 -6 30213 -11421 -20569 -24397 20492 9520 5242 2624 1226 626 302 191 100 72 38 18 9 12 14 16
1031 462733.856 7567894.364 110 10985 -8684 -12766 -14426 8230 3254 1631 657 262 107 96 42 16 10 7 -5 0 11 -5 -7 31692 -11841 -21411 -25360 21792 10045 5495 2721 1269 647 305 193 102 75 38 18 9 12 12 15
