/ Line E N ALT IChx1 IChx2 IChx3 IChx4 CHx1 CHx2 CHx3 CHx4 CHx5 CHx6 CHx7 CHx8 CHx9 CHx10 CHx11 CHx12 CHx13 CHx14 CHx15 CHx16 IChZ1 IChZ2 IChZ3 IChZ4 ChZ1 ChZ2 ChZ3 ChZ4 ChZ5 ChZ6 ChZ7 ChZ8 ChZ9 ChZ10 ChZ11 ChZ12 ChZ13 ChZ14 ChZ15 ChZ16
1031 462748.8559 7567895.364 111 10979 -8717 -12762 -14512 8342 3320 1654 670 273 109 103 42 17 10 7 -5 2 13 -5 -8 32990 -12209 -22160 -26217 23018 10549 5735 2810 1310 668 308 195 104 78 38 18 9 12 10 14
1031 462763.8558 7567895.364 111 11014 -8782 -12775 -14659 8391 3369 1666 692 289 115 107 42 18 11 7 -4 3 14 -4 -8 34120 -12522 -22815 -26971 24158 11031 5960 2893 1349 689 312 196 106 80 38 18 9 11 9 13
1031 462778.8557 7567895.364 111 11136 -8868 -12815 -14842 8419 3413 1690 730 310 128 108 42 19 12 7 -3 4 16 -4 -9 35107 -12779 -23383 -27630 25209 11490 6171 2972 1384 710 316 198 108 82 38 18 9 11 8 12
1031 462794.8556 7567895.364 111 11362 -8949 -12889 -15038 8472 3472 1745 782 334 145 108 42 19 14 8 -2 5 17 -3 -9 35986 -12979 -23873 -28210 26174 11927 6371 3050 1416 730 322 200 111 84 39 18 9 11 7 11
1031 462809.8555 7567895.364 111 11677 -8995 -13006 -15236 8579 3561 1837 841 361 165 107 43 20 15 8 -2 5 18 -3 -10 36793 -13125 -24299 -28727 27062 12345 6563 3131 1445 749 330 204 113 86 40 17 9 11 6 10
1031 462824.8554 7567895.364 111 12043 -8998 -13175 -15443 8747 3688 1958 898 388 183 107 43 21 16 8 -1 5 19 -2 -9 37558 -13222 -24675 -29199 27884 12747 6752 3216 1472 767 340 209 116 87 41 17 9 12 6 10
1031 462839.8553 7567896.364 111 12413 -8973 -13399 -15678 8969 3852 2088 946 416 196 108 44 22 16 8 0 5 19 -1 -9 38307 -13277 -25016 -29642 28650 13133 6942 3308 1498 784 353 215 119 88 42 17 9 13 6 10
1031 462854.8552 7567895.364 111 12761 -8961 -13682 -15961 9243 4048 2213 988 443 205 110 45 24 16 8 0 5 20 0 -8 39048 -13298 -25332 -30066 29368 13505 7136 3407 1525 800 368 221 122 89 44 18 9 14 6 10
1031 462869.8551 7567895.364 111 13090 -9008 -14025 -16313 9578 4273 2330 1033 471 210 115 46 25 16 8 0 5 20 0 -7 39781 -13295 -25631 -30477 30042 13862 7337 3510 1554 815 385 228 125 89 46 18 10 15 6 11
1031 462884.855 7567895.364 111 13434 -9152 -14438 -16751 9993 4531 2451 1091 503 214 121 48 26 16 8 0 4 20 1 -6 40485 -13275 -25912 -30872 30667 14204 7544 3617 1588 830 404 236 128 90 48 18 10 17 6 11
1031 462899.8549 7567895.364 111 13844 -9404 -14931 -17289 10499 4826 2593 1171 539 222 130 49 27 16 9 1 4 20 2 -4 41137 -13246 -26173 -31242 31240 14530 7757 3725 1627 846 425 244 131 91 50 19 10 19 6 11
1031 462914.8548 7567894.364 111 14357 -9748 -15507 -17931 11092 5161 2771 1274 580 238 140 50 28 16 9 1 4 20 3 -2 41706 -13211 -26402 -31572 31753 14841 7976 3834 1674 863 446 253 135 92 51 20 10 21 7 11
1031 462928.8547 7567894.364 110 14975 -10146 -16146 -18657 11739 5531 2990 1396 625 261 150 51 28 17 9 1 4 20 4 0 42165 -13173 -26591 -31848 32202 15141 8200 3943 1728 882 467 262 138 93 52 21 10 23 7 11
1031 462943.8546 7567893.364 110 15659 -10544 -16806 -19423 12397 5920 3237 1532 672 290 160 52 28 18 10 2 4 20 4 1 42503 -13129 -26731 -32059 32593 15437 8428 4055 1791 904 486 270 142 94 52 21 11 25 7 11
1031 462958.8545 7567893.364 110 16346 -10894 -17429 -20166 13028 6311 3492 1672 721 323 168 53 27 20 10 2 4 20 5 4 42720 -13078 -26820 -32202 32941 15739 8662 4172 1862 928 504 278 146 95 53 22 11 26 6 11
1031 462973.8544 7567893.364 109 16982 -11166 -17970 -20837 13623 6689 3732 1808 769 355 174 55 27 21 10 2 5 20 6 6 42852 -13019 -26870 -32294 33278 16063 8909 4300 1941 956 520 286 150 96 53 23 11 27 6 11
1031 462988.8543 7567893.364 109 17554 -11365 -18423 -21425 14207 7048 3944 1936 819 384 178 58 27 23 10 2 6 20 7 8 42948 -12953 -26900 -32362 33646 16429 9175 4443 2027 987 534 294 154 97 53 24 11 28 6 10
1031 463003.8542 7567893.364 108 18097 -11528 -18830 -21963 14829 7398 4129 2052 871 408 180 60 27 24 10 2 7 20 7 10 43090 -12885 -26948 -32458 34104 16858 9471 4606 2120 1021 547 301 157 97 53 24 11 28 6 10
1031 463018.8541 7567893.364 107 18672 -11715 -19264 -22513 15529 7747 4300 2159 924 426 181 63 27 24 10 2 8 20 7 11 43366 -12824 -27057 -32638 34712 17370 9805 4795 2219 1059 558 308 161 97 53 24 11 28 6 10
1031 463033.854 7567893.364 107 19322 -11978 -19783 -23129 16308 8099 4475 2261 979 442 182 66 27 24 9 2 9 20 8 13 43869 -12785 -27276 -32970 35527 17982 10187 5012 2322 1101 569 316 164 97 53 24 11 27 5 10
1031 463048.8539 7567893.364 106 20037 -12334 -20398 -23817 17113 8436 4661 2360 1032 457 183 68 27 24 9 2 11 20 8 13 44680 -12784 -27652 -33515 36595 18707 10623 5258 2430 1146 581 324 167 97 53 24 10 26 5 9
1031 463063.8538 7567893.364 106 20750 -12751 -21056 -24530 17843 8724 4848 2452 1078 472 184 70 27 23 8 1 12 20 8 14 45844 -12835 -28214 -34314 37934 19543 11113 5532 2541 1194 594 332 170 98 53 24 10 26 4 9
1031 463078.8537 7567893.364 106 21363 -13155 -21649 -25175 18377 8915 5004 2526 1109 489 187 71 27 23 8 1 14 20 8 14 47377 -12952 -28978 -35387 39540 20482 11654 5828 2656 1245 608 341 173 98 53 24 10 26 3 9
1031 463094.8536 7567892.364 106 21784 -13462 -22062 -25647 18620 8972 5092 2566 1122 506 191 73 27 23 8 1 15 20 8 15 49230 -13138 -29925 -36710 41367 21500 12234 6139 2773 1299 625 350 176 99 54 23 10 25 3 10
1031 463109.8535 7567890.364 106 21958 -13608 -22209 -25858 18527 8874 5079 2561 1112 521 196 75 27 24 9 1 16 20 8 15 51323 -13393 -31020 -38233 43348 22565 12837 6455 2892 1354 645 359 179 100 55 23 10 24 3 10
1031 463124.8534 7567890.364 106 21868 -13574 -22069 -25756 18122 8634 4957 2508 1081 531 201 77 27 26 9 1 16 20 8 15 53523 -13701 -32197 -39864 45381 23632 13442 6764 3011 1409 668 369 181 101 57 23 9 24 3 11
1031 463139.8533 7567890.364 106 21522 -13388 -21683 -25336 17478 8289 4748 2416 1033 533 205 80 27 28 9 1 17 20 8 15 55682 -14042 -33379 -41498 47358 24656 14026 7057 3128 1464 692 380 183 102 59 23 9 24 3 12
1031 463154.8532 7567889.364 106 20941 -13113 -21140 -24638 16695 7893 4492 2302 976 524 208 83 28 30 9 1 17 20 8 15 57645 -14387 -34483 -43018 49168 25590 14565 7323 3242 1518 718 390 186 104 60 23 9 25 3 13
1031 463169.8531 7567889.364 106 20158 -12820 -20549 -23749 15870 7494 4231 2185 920 505 210 86 28 33 9 1 17 21 9 16 59268 -14706 -35432 -44312 50711 26394 15037 7555 3350 1569 744 399 189 106 62 24 9 26 3 14
1031 463184.853 7567889.364 106 19232 -12568 -20011 -22791 15079 7129 3990 2072 872 477 212 88 29 35 9 1 17 21 9 17 60458 -14974 -36172 -45301 51920 27039 15428 7748 3451 1616 770 408 192 107 63 24 9 26 3 14
1031 463199.8529 7567889.364 106 18265 -12389 -19600 -21906 14379 6814 3773 1968 835 443 212 91 29 36 9 1 17 21 10 19 61155 -15168 -36663 -45929 52752 27506 15727 7899 3543 1659 794 416 195 108 64 24 9 26 3 14
1031 463214.8528 7567889.364 106 17400 -12298 -19359 -21231 13816 6558 3577 1872 813 410 211 93 29 37 9 2 16 22 11 21 61375 -15279 -36905 -46194 53212 27797 15932 8012 3625 1698 815 423 198 109 65 24 9 27 2 14
1031 463229.8527 7567889.364 106 16801 -12293 -19303 -20865 13432 6370 3404 1785 802 381 210 95 29 38 10 2 16 22 12 23 61168 -15303 -36917 -46122 53333 27925 16049 8091 3696 1732 832 429 202 110 66 25 9 28 2 13
1031 463244.8526 7567889.363 106 16605 -12373 -19425 -20859 13276 6263 3274 1714 801 362 209 97 29 37 11 2 15 22 13 26 60642 -15252 -36747 -45785 53182 27917 16092 8143 3755 1762 846 433 205 110 67 25 9 28 1 12
1031 463259.8525 7567889.363 106 16879 -12536 -19703 -21205 13392 6263 3219 1668 808 356 207 99 29 37 13 3 14 22 14 29 59923 -15142 -36453 -45270 52843 27808 16078 8176 3804 1787 856 437 208 110 68 25 9 28 0 11
1031 463274.8524 7567888.363 106 17595 -12780 -20112 -21845 13811 6393 3268 1658 822 362 205 101 30 36 15 3 13 22 15 32 59141 -14993 -36097 -44674 52407 27640 16029 8199 3844 1809 863 440 211 110 69 25 9 28 0 9
1031 463288.8523 7567888.363 106 18646 -13095 -20623 -22697 14543 6665 3431 1689 843 381 204 103 31 36 17 3 12 21 16 35 58422 -14828 -35743 -44095 51966 27456 15968 8222 3878 1828 867 444 214 109 70 25 9 28 0 8
1031 463303.8522 7567887.363 106 19890 -13458 -21205 -23669 15561 7074 3696 1764 873 407 202 105 32 36 19 4 11 21 16 38 57851 -14667 -35437 -43606 51594 27292 15916 8250 3907 1847 870 447 217 109 70 26 8 28 0 6
1031 463317.8521 7567887.363 106 21200 -13830 -21822 -24686 16806 7595 4032 1883 910 438 203 107 32 36 20 4 9 20 17 40 57492 -14526 -35216 -43265 51353 27181 15892 8289 3934 1866 872 450 220 109 70 27 8 28 0 4
1031 463332.852 7567886.363 107 22491 -14158 -22433 -25691 18187 8186 4404 2043 956 468 204 108 32 37 21 5 8 19 17 43 57356 -14412 -35096 -43091 51275 27147 15908 8342 3963 1886 874 454 222 109 70 27 8 28 0 3
1031 463346.8519 7567886.363 107 23710 -14393 -22998 -26635 19590 8803 4779 2235 1005 496 207 110 31 37 21 5 7 18 17 45 57429 -14328 -35079 -43087 51377 27204 15974 8411 3995 1908 878 459 224 109 71 27 8 28 0 3
1031 463361.8518 7567884.363 108 24809 -14501 -23476 -27471 20891 9400 5130 2441 1054 520 212 111 29 38 20 6 5 17 17 46 57668 -14271 -35155 -43230 51653 27358 16093 8497 4034 1932 885 464 226 109 71 28 8 28 1 3
1031 463376.8517 7567884.363 108 25735 -14483 -23836 -28145 21970 9936 5431 2633 1096 538 217 113 29 38 20 6 4 16 17 47 58021 -14234 -35306 -43485 52083 27605 16263 8597 4081 1959 894 469 228 110 71 29 8 28 1 3
1031 463391.8516 7567883.363 109 26442 -14371 -24053 -28599 22733 10368 5660 2779 1127 551 222 115 30 39 19 6 3 15 16 48 58439 -14211 -35509 -43816 52637 27935 16477 8712 4136 1990 906 475 230 111 71 31 8 28 2 4
1031 463407.8515 7567884.363 109 26907 -14218 -24115 -28787 23120 10659 5796 2851 1143 561 226 118 32 39 19 7 2 14 16 48 58876 -14194 -35742 -44183 53276 28333 16727 8839 4200 2024 921 481 232 112 71 32 8 29 3 5
1031 463422.8514 7567883.363 109 27142 -14081 -24028 -28693 23125 10780 5829 2838 1143 567 230 120 36 39 19 7 2 13 15 47 59312 -14177 -35987 -44561 53965 28780 17004 8977 4272 2060 938 488 235 113 72 34 9 29 4 7
1031 463437.8513 7567883.363 109 27179 -13992 -23819 -28349 22798 10728 5769 2753 1131 571 234 122 41 39 20 8 2 13 14 47 59735 -14156 -36230 -44930 54667 29257 17296 9123 4352 2099 958 495 238 115 73 36 10 29 5 9
1031 463452.8512 7567883.363 109 27050 -13953 -23543 -27836 22243 10537 5647 2630 1111 574 236 122 45 39 22 8 3 13 13 46 60153 -14130 -36460 -45283 55355 29745 17593 9275 4437 2139 978 501 241 116 73 38 10 29 5 10
1031 463466.8511 7567883.363 109 26773 -13933 -23264 -27269 21598 10268 5507 2515 1088 576 239 122 49 39 23 9 5 13 13 44 60577 -14099 -36672 -45617 56005 30225 17887 9432 4525 2180 998 507 245 117 73 40 11 30 5 12
1031 463481.851 7567883.363 109 26357 -13891 -23030 -26753 20996 9994 5390 2445 1068 578 241 121 51 39 24 9 7 13 12 43 61016 -14065 -36863 -45935 56604 30683 18171 9590 4615 2220 1018 513 249 118 73 41 11 30 5 13
1031 463496.8509 7567884.363 109 25822 -13794 -22852 -26342 20526 9766 5312 2437 1053 577 244 121 51 39 25 9 9 14 11 42 61474 -14029 -37034 -46240 57145 31108 18439 9746 4703 2260 1038 519 253 119 73 43 12 30 5 14
1031 463510.8508 7567884.363 109 25213 -13630 -22695 -26024 20197 9595 5264 2481 1044 574 247 121 49 39 25 10 11 14 10 41 61941 -13992 -37184 -46530 57626 31492 18687 9898 4788 2299 1056 525 257 120 73 44 12 30 5 14
1031 463525.8507 7567885.363 109 24593 -13415 -22501 -25739 19956 9461 5214 2547 1039 567 250 122 47 39 25 10 14 15 10 40 62399 -13953 -37315 -46802 58048 31829 18913 10042 4866 2335 1072 532 261 120 73 45 12 31 5 15
1031 463540.8506 7567884.363 109 24033 -13187 -22233 -25426 19724 9333 5133 2598 1035 556 253 125 46 39 25 10 16 16 9 39 62818 -13913 -37426 -47048 58409 32116 19115 10174 4936 2369 1087 539 265 121 73 45 13 31 4 15
1031 463555.8505 7567884.363 109 23593 -12992 -21903 -25073 19461 9200 5019 2608 1031 543 257 128 44 39 24 11 17 16 9 39 63165 -13872 -37517 -47257 58708 32351 19291 10292 4997 2401 1101 547 269 122 73 46 14 31 3 15
1031 463570.8504 7567883.363 109 23305 -12876 -21588 -24743 19197 9086 4902 2573 1025 532 260 132 44 38 24 11 19 17 8 39 63413 -13829 -37587 -47416 58937 32532 19439 10392 5048 2430 1114 555 272 124 73 47 15 31 3 14
1031 463585.8503 7567883.363 108 23177 -12873 -21402 -24546 19021 9037 4831 2514 1019 525 263 136 43 37 24 11 19 17 8 39 63540 -13785 -37635 -47515 59090 32657 19559 10473 5089 2456 1126 564 275 126 73 47 16 31 3 13
1031 463600.8502 7567882.363 108 23201 -12993 -21446 -24588 19037 9098 4851 2461 1019 527 267 139 43 37 25 11 20 17 7 39 63539 -13739 -37661 -47548 59158 32727 19649 10535 5122 2479 1138 573 278 128 73 47 18 32 2 13
1031 463615.8501 7567882.363 108 23362 -13218 -21761 -24921 19305 9281 4976 2447 1029 539 270 142 43 36 25 11 19 17 6 40 63415 -13693 -37664 -47511 59136 32743 19709 10578 5147 2500 1150 583 280 130 74 47 19 33 1 12
1031 463630.85 7567881.363 108 23642 -13499 -22308 -25513 19813 9565 5188 2490 1054 558 273 144 43 35 26 12 18 17 6 40 63192 -13648 -37646 -47413 59026 32711 19740 10605 5166 2518 1161 592 281 133 75 47 21 33 1 12
1031 463646.8499 7567881.363 108 24017 -13773 -22979 -26268 20483 9905 5443 2586 1097 582 277 146 43 35 27 12 17 16 5 41 62901 -13604 -37611 -47266 58840 32640 19747 10620 5182 2534 1173 600 282 136 76 47 23 33 1 12
1031 463661.8498 7567880.363 108 24458 -13983 -23645 -27066 21215 10259 5701 2717 1158 605 283 149 45 35 28 12 16 16 5 41 62583 -13561 -37565 -47093 58604 32547 19738 10629 5197 2548 1184 608 282 140 77 46 26 33 2 12
1031 463677.8497 7567880.363 108 24937 -14100 -24201 -27803 21922 10607 5935 2860 1233 623 292 155 48 36 28 12 14 15 4 41 62279 -13518 -37516 -46920 58353 32452 19721 10639 5215 2562 1195 615 282 144 79 45 28 33 2 12
1031 463692.8496 7567880.363 108 25439 -14131 -24594 -28415 22558 10945 6144 2993 1315 634 302 162 53 37 29 13 13 15 3 42 62030 -13474 -37475 -46778 58133 32380 19712 10659 5239 2576 1207 621 283 147 80 45 30 33 3 13
1031 463708.8495 7567880.363 108 25963 -14108 -24823 -28875 23107 11276 6333 3102 1394 637 313 171 59 38 29 13 12 14 3 42 61871 -13428 -37453 -46698 57992 32358 19725 10698 5271 2592 1219 626 284 150 81 45 32 33 4 14
1031 463723.8494 7567880.363 108 26515 -14075 -24922 -29179 23561 11591 6508 3182 1462 634 323 181 65 40 29 14 11 14 3 41 61826 -13378 -37461 -46704 57974 32410 19776 10762 5315 2611 1231 630 285 152 82 44 34 33 5 16
1031 463738.8493 7567880.363 108 27081 -14059 -24935 -29342 23913 11865 6660 3232 1511 630 331 190 72 42 29 14 11 14 2 41 61913 -13325 -37509 -46816 58117 32558 19880 10858 5372 2634 1244 633 287 154 83 44 36 33 6 18
1031 463753.8492 7567880.363 108 27613 -14067 -24905 -29397 24151 12071 6775 3256 1541 627 335 197 77 44 29 15 11 13 2 40 62136 -13268 -37602 -47040 58438 32814 20049 10990 5442 2662 1257 636 289 156 84 43 38 33 7 20
1031 463768.8491 7567880.363 107 28036 -14086 -24862 -29395 24277 12195 6839 3260 1551 628 335 202 81 47 30 16 11 13 2 39 62487 -13208 -37742 -47372 58942 33184 20290 11159 5526 2696 1272 639 293 158 85 42 39 33 8 23
1031 463783.849 7567880.363 107 28278 -14100 -24827 -29391 24308 12247 6851 3254 1548 634 331 205 84 49 31 16 12 14 2 38 62949 -13148 -37924 -47793 59607 33660 20603 11362 5623 2735 1289 643 297 159 85 42 40 33 9 25
1031 463798.8489 7567880.363 106 28305 -14099 -24811 -29428 24278 12253 6820 3249 1539 646 324 205 85 51 33 17 13 14 2 36 63495 -13089 -38139 -48277 60399 34227 20983 11593 5731 2780 1308 647 302 160 86 42 40 33 10 27
1031 463813.8488 7567880.363 106 28137 -14087 -24813 -29509 24212 12236 6768 3254 1530 659 317 203 85 52 34 18 15 14 2 35 64092 -13035 -38375 -48792 61270 34857 21416 11844 5848 2830 1328 653 308 160 86 42 40 33 11 29
1031 463829.8487 7567880.363 105 27836 -14076 -24831 -29588 24120 12204 6713 3271 1525 670 311 200 83 52 35 18 16 14 1 33 64703 -12988 -38618 -49303 62166 35520 21884 12106 5970 2883 1350 660 315 160 86 43 40 33 12 31
1031 463844.8486 7567880.363 105 27477 -14080 -24858 -29594 23994 12142 6662 3297 1524 678 307 197 82 52 36 18 17 15 1 32 65290 -12950 -38858 -49782 63036 36182 22365 12369 6093 2938 1374 669 322 160 86 44 40 32 12 32
1031 463859.8485 7567880.363 105 27119 -14101 -24892 -29463 23819 12032 6612 3322 1525 680 305 195 80 52 36 19 18 15 1 30 65821 -12923 -39084 -50207 63836 36811 22835 12621 6214 2993 1398 679 329 161 86 45 39 32 12 33
1031 463875.8484 7567880.363 105 26799 -14134 -24929 -29184 23595 11862 6552 3336 1523 678 306 195 78 52 35 19 19 15 1 29 66274 -12907 -39293 -50570 64537 37381 23272 12852 6328 3046 1423 691 336 162 86 46 38 32 13 33
1031 463890.8483 7567880.363 105 26531 -14165 -24962 -28813 23350 11646 6478 3330 1514 673 307 195 77 52 34 19 20 15 1 28 66634 -12902 -39484 -50870 65123 37871 23656 13055 6432 3096 1448 703 343 163 86 47 38 32 14 33
1031 463905.8482 7567880.363 105 26326 -14182 -24986 -28457 23134 11418 6392 3302 1496 668 309 196 76 54 34 19 20 15 1 27 66905 -12907 -39662 -51120 65596 38271 23974 13225 6525 3141 1471 715 349 165 86 49 37 32 14 33
1031 463920.8481 7567880.363 105 26204 -14180 -24993 -28221 23003 11221 6308 3259 1468 666 311 198 76 56 33 19 19 15 0 26 67097 -12920 -39834 -51336 65967 38579 24220 13361 6604 3180 1493 727 355 167 86 51 36 32 14 32
1031 463935.848 7567880.363 105 26184 -14162 -24984 -28162 22987 11088 6239 3210 1433 666 312 199 76 58 32 19 19 15 0 25 67235 -12938 -40006 -51535 66257 38805 24396 13465 6670 3213 1512 739 359 169 87 52 35 32 14 31
1031 463951.8479 7567880.363 104 26274 -14139 -24963 -28266 23083 11037 6193 3169 1397 669 313 198 77 61 32 18 18 14 0 25 67348 -12957 -40185 -51736 66495 38963 24511 13540 6722 3241 1529 750 362 171 88 54 35 32 14 30
1031 463966.8478 7567880.363 104 26453 -14128 -24941 -28467 23254 11068 6170 3143 1365 673 312 197 79 64 32 18 17 14 0 24 67464 -12975 -40371 -51948 66707 39076 24579 13594 6763 3263 1545 761 364 174 88 55 35 32 15 28
1031 463982.8477 7567880.363 104 26673 -14141 -24928 -28686 23451 11168 6171 3137 1343 675 311 195 81 67 32 18 16 13 0 24 67610 -12989 -40564 -52178 66920 39167 24620 13636 6796 3281 1559 770 366 177 88 56 35 32 16 27
1031 463997.8476 7567880.363 104 26871 -14183 -24930 -28870 23632 11322 6197 3152 1334 675 309 192 83 68 32 18 15 13 -1 24 67800 -12996 -40758 -52422 67155 39260 24651 13674 6823 3297 1571 778 367 179 88 58 36 33 17 25
1031 464013.8475 7567880.363 104 26999 -14246 -24947 -29003 23770 11504 6249 3181 1338 674 307 191 86 70 31 18 14 12 -1 24 68044 -12996 -40944 -52675 67426 39374 24691 13717 6848 3312 1582 785 367 182 88 60 36 33 18 23
1031 464028.8474 7567881.363 104 27039 -14312 -24968 -29096 23855 11685 6323 3216 1354 671 306 191 88 70 31 18 13 12 -2 24 68334 -12989 -41115 -52925 67740 39524 24754 13770 6873 3327 1593 791 367 184 89 61 37 33 19 21
