   1007001  23  3656.4 902467      5001 20200828   46024.4   17224.4  449242.4 -32.6599050  122.6481213    467003.34   6386360.31  388.40  413.82  118.94  120.38  292.09  58125.391  120.59    2.80    0.37   -6.70   89.86 -108.00  -52.00  120.00 -108.92  -50.08 -108.49  -14.24  -47.94    0.00   -7.47   -7.08   82.40    9.281549    7.667109    6.662858    5.589571    4.369920    3.121633    1.972288    1.079164    0.502573    0.188115    0.060181    0.019176    0.011809   -0.002815   -0.003385    9.495726    7.787820    6.734355    5.610289    4.346912    3.067154    1.908098    1.022639    0.463669    0.167267    0.050950    0.017397    0.011568   -0.002815   -0.003385     0.000     2.887     2.877    30.047     3.995     5.324     3.843     4.010   0.98024    8.859242    7.861669    7.169121    6.369537    5.399008    4.361689    3.320787    2.396922    1.625675    1.001047    0.540675    0.251380    0.101845    0.038902    0.000901    9.849062    8.680264    7.876659    6.962075    5.857310    4.692981    3.547467    2.538306    1.707050    1.043080    0.558852    0.257886    0.103815    0.039466    0.000901     0.000     2.605     2.592    16.034     3.722     4.529     3.623     3.599   0.98214
   1007001  23  3656.6 902467      5001 20200828   46024.6   17224.6  449242.6 -32.6599038  122.6482486    467015.28   6386360.48  388.29  413.72  118.98  120.38  291.94  58126.613  120.63    2.80    0.57   -6.53   89.85 -108.00  -52.00  120.00 -108.58  -50.60 -108.14  -14.50  -48.57    0.09   -7.50   -7.33   82.21    9.452477    7.883203    6.902792    5.847509    4.629018    3.352360    2.144209    1.181533    0.549188    0.205854    0.068555    0.025360    0.015823   -0.000615   -0.000955    9.577157    7.936801    6.919468    5.826365    4.576055    3.278005    2.067201    1.117408    0.506343    0.183215    0.058294    0.021648    0.014847   -0.000615   -0.000955     0.000     3.004     2.875    30.402     4.002     5.326     3.854     4.047   0.99183    8.964467    7.946206    7.239868    6.425789    5.436614    4.379054    3.317571    2.378143    1.602233    0.984194    0.535554    0.254753    0.107958    0.042754    0.003269    9.878906    8.699058    7.888556    6.967733    5.853396    4.678177    3.521509    2.503609    1.673658    1.021092    0.551710    0.260734    0.109888    0.043335    0.003269     0.000     2.267     2.578    15.762     3.708     4.511     3.617     3.587   0.96547
   1007001  23  3656.8 902467      5001 20200828   46024.8   17224.8  449242.8 -32.6599026  122.6483759    467027.22   6386360.66  388.18  413.60  118.97  120.46  291.84  58127.694  120.62    2.80    0.83   -6.42   89.84 -108.00  -52.00  120.00 -108.27  -51.02 -107.81  -14.71  -49.15    0.20   -7.44   -7.58   82.05    9.603522    8.090552    7.141091    6.111606    4.900814    3.599486    2.331260    1.294781    0.600965    0.223766    0.073544    0.026122    0.014369   -0.001114   -0.000193    9.651293    8.085823    7.109611    6.060795    4.820410    3.506334    2.241722    1.223005    0.554085    0.199396    0.062662    0.022124    0.013688   -0.001114   -0.000193     0.000     2.545     2.868    30.726     4.005     5.337     3.878     4.057   1.00237    9.086705    8.054850    7.338600    6.513144    5.506632    4.425488    3.335068    2.369090    1.579352    0.962953    0.524951    0.252949    0.109618    0.044477    0.005359    9.938477    8.754053    7.939977    7.014733    5.891174    4.699821    3.521046    2.481761    1.642443    0.995353    0.539213    0.258342    0.111419    0.045039    0.005359     0.000     2.152     2.565    15.542     3.705     4.407     3.650     3.605   0.95197
   1007001  23  3657.0 902467      5001 20200828   46025.0   17225.0  449243.0 -32.6599014  122.6485032    467039.15   6386360.83  388.07  413.50  119.00  120.58  291.69  58128.634  120.65    2.80    1.12   -6.36   89.84 -108.00  -52.00  120.00 -107.99  -51.35 -107.51  -14.87  -49.67    0.33   -7.28   -7.83   81.92    9.727365    8.278417    7.364616    6.367501    5.170551    3.849839    2.523402    1.412691    0.655029    0.241455    0.077061    0.025748    0.012812   -0.002683    0.000042    9.709142    8.222902    7.290661    6.281244    5.064780    3.738776    2.419083    1.333356    0.604149    0.215441    0.065773    0.021879    0.012412   -0.002683    0.000042     0.000     2.625     2.866    31.017     4.002     5.332     3.884     4.039   1.01187    9.227740    8.191824    7.471207    6.638660    5.617353    4.509666    3.381671    2.377397    1.563583    0.942908    0.513886    0.250763    0.111001    0.045419    0.007660   10.028543    8.848573    8.035994    7.109224    5.978297    4.766118    3.554009    2.480321    1.620983    0.971602    0.526552    0.255653    0.112689    0.045955    0.007660     0.000     2.525     2.649    15.367     3.729     4.223     3.629     3.597   0.94125
   1007001  23  3657.2 902467      5001 20200828   46025.2   17225.2  449243.2 -32.6599003  122.6486304    467051.08   6386361.00  388.00  413.42  119.00  120.58  291.63  58129.443  120.65    2.80    1.45   -6.37   89.84 -108.00  -52.00  120.00 -107.72  -51.61 -107.23  -14.98  -50.16    0.49   -7.04   -8.07   81.83    9.822351    8.441472    7.564696    6.604444    5.426521    4.092463    2.712647    1.530733    0.709556    0.258370    0.078378    0.022638    0.009134   -0.005468   -0.000841    9.748341    8.342341    7.453763    6.486894    5.297632    3.964634    2.597002    1.445315    0.654828    0.230846    0.066919    0.019827    0.009134   -0.005468   -0.000841     0.000     2.819     2.873    31.278     4.026     5.344     3.865     4.036   1.02038    9.378798    8.349558    7.631845    6.797235    5.765007    4.629017    3.455687    2.401810    1.553419    0.921890    0.499553    0.244974    0.108939    0.044184    0.009260   10.137798    8.972807    8.168764    7.244182    6.104586    4.873260    3.617874    2.497449    1.605586    0.947464    0.510795    0.249363    0.110471    0.044668    0.009260     0.000     1.543     2.667    15.235     3.769     4.115     3.639     3.599   0.93318
   1007001  23  3657.4 902467      5001 20200828   46025.4   17225.4  449243.4 -32.6598992  122.6487575    467062.99   6386361.15  387.95  413.37  118.99  120.52  291.58  58130.131  120.64    2.82    1.77   -6.44   89.85 -108.00  -52.00  120.00 -107.49  -51.79 -106.98  -15.04  -50.59    0.67   -6.74   -8.29   81.77    9.897895    8.584010    7.742805    6.821036    5.665691    4.324505    2.898873    1.652327    0.771245    0.282598    0.085283    0.023389    0.008683   -0.005028    0.000293    9.777554    8.447983    7.600142    6.676216    5.516037    4.181210    2.772627    1.558347    0.712476    0.253081    0.073057    0.020336    0.008683   -0.005028    0.000293     0.000     2.469     2.923    31.505     4.002     5.329     3.824     4.042   1.02781    9.533257    8.521146    7.814181    6.983253    5.945000    4.780710    3.556132    2.442905    1.550112    0.901322    0.483274    0.237016    0.105199    0.042241    0.010623   10.258453    9.118612    8.330722    7.412817    6.278483    5.017612    3.711221    2.533398    1.598230    0.924323    0.493282    0.240943    0.106575    0.042673    0.010626     0.000     2.309     2.691    15.143     3.749     4.084     3.595     3.553   0.92756
   1007001  23  3657.6 902467      5001 20200828   46025.6   17225.6  449243.6 -32.6598983  122.6488846    467074.91   6386361.29  387.91  413.33  119.12  120.55  291.41  58130.704  120.77    2.82    2.04   -6.57   89.85 -108.00  -52.00  120.00 -107.29  -51.92 -106.78  -15.05  -50.95    0.87   -6.38   -8.50   81.74    9.950261    8.698194    7.887874    7.003448    5.872051    4.529735    3.068329    1.767548    0.834122    0.310719    0.095334    0.025777    0.008966   -0.004512    0.000743    9.791260    8.530793    7.717872    6.834832    5.703751    4.372273    2.932288    1.666230    0.771359    0.278977    0.082027    0.021901    0.008966   -0.004512    0.000743     0.000     1.661     2.880    31.697     4.011     5.337     3.843     4.072   1.03405    9.689217    8.703084    8.014131    7.192775    6.154016    4.963266    3.684074    2.504163    1.558634    0.886428    0.469425    0.229889    0.101631    0.040951    0.012018   10.388053    9.281690    8.516891    7.610435    6.485539    5.197095    3.834898    2.591491    1.603877    0.907467    0.478464    0.233445    0.102877    0.041347    0.012027     0.000     1.643     2.648    15.085     3.747     4.040     3.617     3.537   0.92402
   1007001  23  3657.8 902467      5001 20200828   46025.8   17225.8  449243.8 -32.6598975  122.6490116    467086.82   6386361.43  387.87  413.29  119.16  120.68  291.34  58131.167  120.81    2.81    2.24   -6.73   89.86 -108.00  -52.00  120.00 -107.13  -51.98 -106.61  -15.02  -51.25    1.07   -5.97   -8.68   81.75    9.977813    8.778497    7.992110    7.141074    6.032841    4.694482    3.208932    1.867540    0.893001    0.340064    0.106887    0.028656    0.009169   -0.004147    0.000994    9.787734    8.585475    7.799560    6.952638    5.848651    4.524780    3.064364    1.759889    0.826556    0.306064    0.092374    0.023686    0.009169   -0.004147    0.000994     0.000     1.884     2.891    31.848     4.016     5.320     3.870     4.071   1.03899    9.832366    8.878973    8.213436    7.406806    6.372911    5.159147    3.825033    2.574448    1.570609    0.870152    0.451050    0.216742    0.092695    0.037190    0.011998   10.511162    9.444467    8.707723    7.817238    6.704504    5.393052    3.973919    2.659983    1.613730    0.889554    0.459183    0.219878    0.093756    0.037527    0.012006     0.000     2.176     2.595    15.064     3.733     4.065     3.601     3.558   0.92271
   1007001  23  3658.0 902467      5001 20200828   46026.0   17226.0  449244.0 -32.6598968  122.6491385    467098.72   6386361.54  387.78  413.20  119.14  120.70  291.26  58131.522  120.79    2.80    2.39   -6.92   89.88 -108.00  -52.00  120.00 -107.02  -51.96 -106.50  -14.93  -51.48    1.28   -5.52   -8.85   81.79    9.984825    8.824938    8.055612    7.231234    6.143456    4.812982    3.315170    1.948664    0.946786    0.371318    0.121333    0.033477    0.010037   -0.003997   -0.000006    9.772812    8.613636    7.846873    7.028448    5.947549    4.634111    3.164085    1.836031    0.877091    0.334989    0.105359    0.027480    0.010033   -0.003997   -0.000006     0.000     2.076     2.969    31.950     4.022     5.363     3.905     4.039   1.04232    9.957039    9.039534    8.400116    7.611909    6.587496    5.355422    3.969570    2.649046    1.586172    0.856667    0.435670    0.208497    0.089921    0.035795    0.014107   10.624050    9.592482    8.892215    8.028552    6.921749    5.592774    4.119150    2.734277    1.628046    0.874908    0.443151    0.211378    0.090910    0.036108    0.014127     0.000     1.929     2.559    15.087     3.721     4.177     3.556     3.586   0.92414
   1007001  23  3658.2 902467      5001 20200828   46026.2   17226.2  449244.2 -32.6598964  122.6492653    467110.61   6386361.63  387.62  413.04  119.10  120.50  291.13  58131.783  120.75    2.80    2.46   -7.13   89.89 -108.00  -52.00  120.00 -106.95  -51.86 -106.43  -14.80  -51.64    1.47   -5.01   -9.01   81.87    9.971674    8.835981    8.077715    7.271330    6.199705    4.879611    3.380865    2.005165    0.991023    0.401173    0.136279    0.038636    0.010853   -0.003451   -0.000594    9.747686    8.614708    7.860134    7.060676    5.997269    4.695521    3.225906    1.891378    0.918795    0.362694    0.118840    0.031929    0.010747   -0.003451   -0.000594     0.000     2.482     2.887    31.996     4.003     5.357     3.855     4.053   1.04383   10.063694    9.180658    8.567259    7.798754    6.786655    5.540898    4.108576    2.722314    1.602585    0.843815    0.419026    0.197464    0.084488    0.033920    0.015343   10.729139    9.737116    9.064540    8.222353    7.127294    5.785382    4.265098    2.808796    1.644074    0.861304    0.425993    0.200078    0.085390    0.034210    0.015372     0.000     2.076     2.559    15.161     3.729     4.226     3.578     3.595   0.92866
